location,horizon,reference_date,target_end_date,target,output_type,output_type_id,value,model
ca,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.1,7,UGuelph-CompositeCurve
ca,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.1,7,UGuelph-CompositeCurve
ca,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.1,7,UGuelph-CompositeCurve
ca,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.1,7,UGuelph-CompositeCurve
ca,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.25,7,UGuelph-CompositeCurve
ca,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.25,7,UGuelph-CompositeCurve
ca,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.25,7,UGuelph-CompositeCurve
ca,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.25,7,UGuelph-CompositeCurve
ca,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.25,7,UGuelph-CompositeCurve
ca,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.5,7,UGuelph-CompositeCurve
ca,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.5,7,UGuelph-CompositeCurve
ca,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.5,7,UGuelph-CompositeCurve
ca,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.5,7,UGuelph-CompositeCurve
ca,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.5,7,UGuelph-CompositeCurve
ca,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.75,7,UGuelph-CompositeCurve
ca,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.75,7,UGuelph-CompositeCurve
ca,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.75,7,UGuelph-CompositeCurve
ca,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.75,7,UGuelph-CompositeCurve
ca,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.75,7,UGuelph-CompositeCurve
ca,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.9,7,UGuelph-CompositeCurve
ca,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.9,7,UGuelph-CompositeCurve
ca,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.9,7,UGuelph-CompositeCurve
ca,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.9,7,UGuelph-CompositeCurve
ca,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.9,7,UGuelph-CompositeCurve
ca,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.975,7,UGuelph-CompositeCurve
ca,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.975,8,UGuelph-CompositeCurve
ca,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.975,8,UGuelph-CompositeCurve
ca,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.975,8,UGuelph-CompositeCurve
ca,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.975,8,UGuelph-CompositeCurve
sk,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.025,5,UGuelph-CompositeCurve
sk,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.025,6,UGuelph-CompositeCurve
sk,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.025,6,UGuelph-CompositeCurve
sk,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.025,5,UGuelph-CompositeCurve
sk,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.025,5,UGuelph-CompositeCurve
sk,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.1,6,UGuelph-CompositeCurve
sk,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.1,6,UGuelph-CompositeCurve
sk,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.1,6,UGuelph-CompositeCurve
sk,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.1,6,UGuelph-CompositeCurve
sk,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.1,6,UGuelph-CompositeCurve
sk,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.25,6,UGuelph-CompositeCurve
sk,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.25,6,UGuelph-CompositeCurve
sk,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.25,6,UGuelph-CompositeCurve
sk,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.25,6,UGuelph-CompositeCurve
sk,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.25,6,UGuelph-CompositeCurve
sk,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.5,7,UGuelph-CompositeCurve
sk,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.5,7,UGuelph-CompositeCurve
sk,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.5,7,UGuelph-CompositeCurve
sk,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.5,7,UGuelph-CompositeCurve
sk,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.5,7,UGuelph-CompositeCurve
sk,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.75,7,UGuelph-CompositeCurve
sk,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.75,7,UGuelph-CompositeCurve
sk,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.75,7,UGuelph-CompositeCurve
sk,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.75,7,UGuelph-CompositeCurve
sk,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.75,7,UGuelph-CompositeCurve
sk,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.9,7,UGuelph-CompositeCurve
sk,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.9,7,UGuelph-CompositeCurve
sk,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.9,7,UGuelph-CompositeCurve
sk,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.9,7,UGuelph-CompositeCurve
sk,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.9,7,UGuelph-CompositeCurve
sk,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.975,7,UGuelph-CompositeCurve
sk,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.975,25,UGuelph-CompositeCurve
sk,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.975,25,UGuelph-CompositeCurve
sk,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.975,25,UGuelph-CompositeCurve
sk,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.975,25,UGuelph-CompositeCurve
nl,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.025,9,UGuelph-CompositeCurve
nl,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.025,8,UGuelph-CompositeCurve
nl,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.025,7,UGuelph-CompositeCurve
nl,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.025,7,UGuelph-CompositeCurve
nl,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.025,7,UGuelph-CompositeCurve
nl,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.1,9,UGuelph-CompositeCurve
nl,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.1,9,UGuelph-CompositeCurve
nl,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.1,9,UGuelph-CompositeCurve
nl,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.1,9,UGuelph-CompositeCurve
nl,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.1,9,UGuelph-CompositeCurve
nl,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.25,9,UGuelph-CompositeCurve
nl,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.25,9,UGuelph-CompositeCurve
nl,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.25,9,UGuelph-CompositeCurve
nl,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.25,9,UGuelph-CompositeCurve
nl,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.25,9,UGuelph-CompositeCurve
nl,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.5,9,UGuelph-CompositeCurve
nl,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.5,9,UGuelph-CompositeCurve
nl,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.5,9,UGuelph-CompositeCurve
nl,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.5,9,UGuelph-CompositeCurve
nl,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.5,9,UGuelph-CompositeCurve
nl,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.75,9,UGuelph-CompositeCurve
nl,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.75,9,UGuelph-CompositeCurve
nl,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.75,9,UGuelph-CompositeCurve
nl,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.75,9,UGuelph-CompositeCurve
nl,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.75,9,UGuelph-CompositeCurve
nl,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.9,9,UGuelph-CompositeCurve
nl,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.9,9,UGuelph-CompositeCurve
nl,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.9,10,UGuelph-CompositeCurve
nl,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.9,10,UGuelph-CompositeCurve
nl,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.9,10,UGuelph-CompositeCurve
nl,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.975,9,UGuelph-CompositeCurve
nl,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.975,10,UGuelph-CompositeCurve
nl,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.975,10,UGuelph-CompositeCurve
nl,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.975,10,UGuelph-CompositeCurve
nl,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.975,10,UGuelph-CompositeCurve
pe,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.025,7,UGuelph-CompositeCurve
pe,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.025,8,UGuelph-CompositeCurve
pe,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.025,8,UGuelph-CompositeCurve
pe,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.025,7,UGuelph-CompositeCurve
pe,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.025,7,UGuelph-CompositeCurve
pe,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.1,9,UGuelph-CompositeCurve
pe,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.1,9,UGuelph-CompositeCurve
pe,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.1,9,UGuelph-CompositeCurve
pe,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.1,9,UGuelph-CompositeCurve
pe,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.1,9,UGuelph-CompositeCurve
pe,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.25,9,UGuelph-CompositeCurve
pe,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.25,9,UGuelph-CompositeCurve
pe,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.25,9,UGuelph-CompositeCurve
pe,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.25,9,UGuelph-CompositeCurve
pe,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.25,9,UGuelph-CompositeCurve
pe,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.5,9,UGuelph-CompositeCurve
pe,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.5,9,UGuelph-CompositeCurve
pe,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.5,9,UGuelph-CompositeCurve
pe,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.5,9,UGuelph-CompositeCurve
pe,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.5,9,UGuelph-CompositeCurve
pe,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.75,9,UGuelph-CompositeCurve
pe,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.75,9,UGuelph-CompositeCurve
pe,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.75,9,UGuelph-CompositeCurve
pe,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.75,9,UGuelph-CompositeCurve
pe,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.75,9,UGuelph-CompositeCurve
pe,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.9,9,UGuelph-CompositeCurve
pe,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.9,9,UGuelph-CompositeCurve
pe,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.9,9,UGuelph-CompositeCurve
pe,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.9,10,UGuelph-CompositeCurve
pe,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.9,10,UGuelph-CompositeCurve
pe,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.975,11,UGuelph-CompositeCurve
pe,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.975,38,UGuelph-CompositeCurve
pe,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.975,37,UGuelph-CompositeCurve
pe,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.975,37,UGuelph-CompositeCurve
pe,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.975,37,UGuelph-CompositeCurve
ns,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.025,7,UGuelph-CompositeCurve
ns,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.025,7,UGuelph-CompositeCurve
ns,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.025,7,UGuelph-CompositeCurve
ns,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.025,7,UGuelph-CompositeCurve
ns,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.025,6,UGuelph-CompositeCurve
ns,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.1,8,UGuelph-CompositeCurve
ns,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.1,9,UGuelph-CompositeCurve
ns,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.1,9,UGuelph-CompositeCurve
ns,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.1,9,UGuelph-CompositeCurve
ns,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.1,8,UGuelph-CompositeCurve
ns,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.25,9,UGuelph-CompositeCurve
ns,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.25,9,UGuelph-CompositeCurve
ns,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.25,9,UGuelph-CompositeCurve
ns,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.25,9,UGuelph-CompositeCurve
ns,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.25,9,UGuelph-CompositeCurve
ns,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.5,9,UGuelph-CompositeCurve
ns,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.5,9,UGuelph-CompositeCurve
ns,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.5,9,UGuelph-CompositeCurve
ns,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.5,9,UGuelph-CompositeCurve
ns,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.5,9,UGuelph-CompositeCurve
ns,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.75,9,UGuelph-CompositeCurve
ns,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.75,9,UGuelph-CompositeCurve
ns,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.75,9,UGuelph-CompositeCurve
ns,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.75,9,UGuelph-CompositeCurve
ns,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.75,9,UGuelph-CompositeCurve
ns,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.9,9,UGuelph-CompositeCurve
ns,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.9,10,UGuelph-CompositeCurve
ns,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.9,12,UGuelph-CompositeCurve
ns,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.9,9,UGuelph-CompositeCurve
ns,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.9,10,UGuelph-CompositeCurve
ns,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.975,9,UGuelph-CompositeCurve
ns,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.975,60,UGuelph-CompositeCurve
ns,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.975,58,UGuelph-CompositeCurve
ns,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.975,58,UGuelph-CompositeCurve
ns,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.975,58,UGuelph-CompositeCurve
nb,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.025,7,UGuelph-CompositeCurve
nb,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.025,6,UGuelph-CompositeCurve
nb,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.025,6,UGuelph-CompositeCurve
nb,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.025,6,UGuelph-CompositeCurve
nb,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.025,6,UGuelph-CompositeCurve
nb,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.1,8,UGuelph-CompositeCurve
nb,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.1,8,UGuelph-CompositeCurve
nb,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.1,8,UGuelph-CompositeCurve
nb,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.1,8,UGuelph-CompositeCurve
nb,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.1,8,UGuelph-CompositeCurve
nb,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.25,8,UGuelph-CompositeCurve
nb,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.25,8,UGuelph-CompositeCurve
nb,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.25,8,UGuelph-CompositeCurve
nb,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.25,8,UGuelph-CompositeCurve
nb,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.25,8,UGuelph-CompositeCurve
nb,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.5,8,UGuelph-CompositeCurve
nb,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.5,8,UGuelph-CompositeCurve
nb,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.5,8,UGuelph-CompositeCurve
nb,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.5,8,UGuelph-CompositeCurve
nb,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.5,8,UGuelph-CompositeCurve
nb,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.75,8,UGuelph-CompositeCurve
nb,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.75,8,UGuelph-CompositeCurve
nb,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.75,8,UGuelph-CompositeCurve
nb,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.75,8,UGuelph-CompositeCurve
nb,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.75,8,UGuelph-CompositeCurve
nb,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.9,8,UGuelph-CompositeCurve
nb,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.9,8,UGuelph-CompositeCurve
nb,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.9,8,UGuelph-CompositeCurve
nb,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.9,8,UGuelph-CompositeCurve
nb,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.9,8,UGuelph-CompositeCurve
nb,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.975,8,UGuelph-CompositeCurve
nb,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.975,8,UGuelph-CompositeCurve
nb,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.975,8,UGuelph-CompositeCurve
nb,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.975,8,UGuelph-CompositeCurve
nb,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.975,9,UGuelph-CompositeCurve
qc,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.025,8,UGuelph-CompositeCurve
qc,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.025,7,UGuelph-CompositeCurve
qc,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.025,7,UGuelph-CompositeCurve
qc,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.025,6,UGuelph-CompositeCurve
qc,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.025,6,UGuelph-CompositeCurve
qc,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.1,8,UGuelph-CompositeCurve
qc,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.1,8,UGuelph-CompositeCurve
qc,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.1,8,UGuelph-CompositeCurve
qc,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.1,8,UGuelph-CompositeCurve
qc,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.1,8,UGuelph-CompositeCurve
qc,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.25,8,UGuelph-CompositeCurve
qc,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.25,8,UGuelph-CompositeCurve
qc,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.25,8,UGuelph-CompositeCurve
qc,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.25,8,UGuelph-CompositeCurve
qc,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.25,8,UGuelph-CompositeCurve
qc,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.5,9,UGuelph-CompositeCurve
qc,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.5,9,UGuelph-CompositeCurve
qc,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.5,9,UGuelph-CompositeCurve
qc,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.5,8,UGuelph-CompositeCurve
qc,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.5,8,UGuelph-CompositeCurve
qc,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.75,9,UGuelph-CompositeCurve
qc,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.75,9,UGuelph-CompositeCurve
qc,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.75,9,UGuelph-CompositeCurve
qc,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.75,9,UGuelph-CompositeCurve
qc,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.75,9,UGuelph-CompositeCurve
qc,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.9,9,UGuelph-CompositeCurve
qc,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.9,9,UGuelph-CompositeCurve
qc,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.9,9,UGuelph-CompositeCurve
qc,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.9,9,UGuelph-CompositeCurve
qc,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.9,9,UGuelph-CompositeCurve
qc,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.975,9,UGuelph-CompositeCurve
qc,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.975,9,UGuelph-CompositeCurve
qc,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.975,9,UGuelph-CompositeCurve
qc,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.975,9,UGuelph-CompositeCurve
qc,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.975,9,UGuelph-CompositeCurve
on,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.025,6,UGuelph-CompositeCurve
on,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.025,6,UGuelph-CompositeCurve
on,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.025,5,UGuelph-CompositeCurve
on,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.025,4,UGuelph-CompositeCurve
on,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.025,4,UGuelph-CompositeCurve
on,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.1,6,UGuelph-CompositeCurve
on,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.1,6,UGuelph-CompositeCurve
on,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.1,6,UGuelph-CompositeCurve
on,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.1,6,UGuelph-CompositeCurve
on,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.1,6,UGuelph-CompositeCurve
on,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.25,6,UGuelph-CompositeCurve
on,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.25,6,UGuelph-CompositeCurve
on,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.25,6,UGuelph-CompositeCurve
on,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.25,6,UGuelph-CompositeCurve
on,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.25,6,UGuelph-CompositeCurve
on,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.5,6,UGuelph-CompositeCurve
on,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.5,6,UGuelph-CompositeCurve
on,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.5,6,UGuelph-CompositeCurve
on,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.5,6,UGuelph-CompositeCurve
on,3,2025-11-22,2025-12-13,pct wk covid lab det,quantile,0.5,6,UGuelph-CompositeCurve
on,-1,2025-11-22,2025-11-15,pct wk covid lab det,quantile,0.75,6,UGuelph-CompositeCurve
on,0,2025-11-22,2025-11-22,pct wk covid lab det,quantile,0.75,6,UGuelph-CompositeCurve
on,1,2025-11-22,2025-11-29,pct wk covid lab det,quantile,0.75,6,UGuelph-CompositeCurve
on,2,2025-11-22,2025-12-06,pct wk covid lab det,quantile,0.75,6,UGuelph-CompositeCurve
